AR Ref Nbr,Days Past Due,Aging Bucket,AR Doc Type,PF Ref Nbr,Post Date,Status,Terms,Due Date,Amount,Retainage,Open Balance,Unreleased Retainage,Released Retainage,Date Payment Received,Branch ID,Branch,Customer ID,Customer Name,Sales Rep,Service,Warranty,Project ID,Project Start Date,Project Stage,Billing Stage,Substantial Completion Date,Project Site Address 1,Project Site Address 2,Project Site City,Project Site State,Project Site Zip Code,Site = Default Billing,Billing Email,Customer Default Payment Type,Parent Account ID,Retainage Document,Billing Address 1,Billing Address 2,Billing City,Billing State,Billing Zip Code,Invoice Created By
AR000950,,,Invoice,PF000295,02/17/2025,Open,NET60,04/18/2025,"64,682.00","3,234.10",0.00,"3,234.10",0.00,,11100,"Milwaukee, WI",BA021587,1611812 Travaux Inc/HACM-Highland Gardens,Khary Penebaker,,,PR00045715,03/12/2024,In Production,,,"1818 W Juneau Ave, Milwaukee, WI 53233",,Milwaukee,WI,53233,TRUE,,CHECK,BA021654,FALSE,"1818 W Juneau Ave, Milwaukee, WI 53233",,Milwaukee,WI,53233,Megan Block
AR000949,,,Debit Memo,,12/31/2024,Closed,NET30,01/30/2025,"193,294.00",0.00,0.00,0.00,0.00,12/31/2024,11100,"Milwaukee, WI",BA021576,Gunite Corp,Floyd McKinley,,,X,,,,,302 Peoples Ave,,Rockford,IL,61104,TRUE,,CHECK,,FALSE,302 Peoples Ave,,Rockford,IL,61104,Megan Block
AR000948,,,Credit Memo,PF000294,12/31/2024,Closed,,,"193,294.00",0.00,"193,294.00",0.00,0.00,12/31/2024,11100,"Milwaukee, WI",BA021576,Gunite Corp,Floyd McKinley,,,PR00045246,02/22/2024,Job Complete,,,411 Blackhawk Park Ave,,Rockford,IL,61104,TRUE,,CHECK,,FALSE,302 Peoples Ave,,Rockford,IL,61104,Megan Block
AR000947,,,Invoice,PF000293,12/31/2024,Open,NET30,01/30/2025,"210,693.15",0.00,"210,693.15",0.00,0.00,,11100,"Milwaukee, WI",BA021576,Gunite Corp,Floyd McKinley,,,PR00045246,02/22/2024,Job Complete,,,411 Blackhawk Park Ave,,Rockford,IL,61104,TRUE,,CHECK,,FALSE,302 Peoples Ave,,Rockford,IL,61104,Megan Block
AR000946,,,Credit Memo,,12/31/2024,Closed,,,"193,294.00",0.00,0.00,0.00,0.00,12/31/2024,11100,"Milwaukee, WI",BA021576,Gunite Corp,Floyd McKinley,,,X,,,,,302 Peoples Ave,,Rockford,IL,61104,TRUE,,CHECK,,FALSE,302 Peoples Ave,,Rockford,IL,61104,Megan Block
AR000945,,,Credit Memo,,02/18/2025,Closed,,,"5,502.45",0.00,"5,502.45",0.00,0.00,02/18/2025,11100,"Milwaukee, WI",BA021539,Eaton Corp TX,Jordan Marshall,,,X,,,,,4900 Marshall St,,Sherman,TX,75090,TRUE,,FEDWIRE,,FALSE,4900 Marshall St,,Sherman,TX,75090,Megan Block
AR000944,,,Credit Memo,,02/18/2025,Closed,,,"7,592.79",0.00,"7,592.79",0.00,0.00,02/18/2025,11100,"Milwaukee, WI",BA008203,Secure Storage,Scott Martin,,,X,,,,,607 S Church St,,Watertown,WI,53094,TRUE,,CHECK,,FALSE,607 S Church St,,Watertown,WI,53094,Megan Block
AR000943,,,Invoice,,02/18/2025,Closed,NET 5,02/23/2025,"7,592.79",0.00,0.00,0.00,0.00,04/21/2025,11100,"Milwaukee, WI",BA022641,Nextech,Scott Martin,,,X,,,,,140 S Concord Rd,,Oconomowoc,WI,53066,FALSE,jennie@service-specialists.com,CHECK,,FALSE,1045 S John Rodes Blvd,,Melbourne,FL,32904,Megan Block
AR000942,,,Invoice,,02/17/2025,Open,NET60,04/18/2025,600.00,0.00,600.00,0.00,0.00,,11102,"Clifton, NJ",BA009036,167970 NRP East Coast,Todd Parsons,,,X,,,,,101 Bilby Rd.,,Hackettstown,NJ,7840,FALSE,,CHECK,BA002066,FALSE,10 Prospect Hill Terrace,,Windsor,CT,6088,Megan Block
AR000941,,,Invoice,PF000249,12/24/2024,Open,NET60,02/22/2025,"7,616.00",761.60,0.00,0.00,761.60,,11100,"Milwaukee, WI",BA020569,1611403 La Macchia Group Inc-Forte Bank -,Khary Penebaker,,,PR00046037,10/02/2024,Job Complete,,02/28/2025,203 E Milwaukee St,,Whitewater,WI,53190,TRUE,,CHECK,,FALSE,555 Wildwood Road,,West Bend,WI,53095,Megan Block
AR000940,,,Credit Memo,,12/24/2024,Closed,,,"7,616.00",380.80,0.00,0.00,0.00,12/24/2024,11100,"Milwaukee, WI",BA020569,1611403 La Macchia Group Inc-Forte Bank -,Khary Penebaker,,,PR00046037,10/02/2024,Job Complete,,02/28/2025,203 E Milwaukee St,,Whitewater,WI,53190,TRUE,,CHECK,,FALSE,555 Wildwood Road,,West Bend,WI,53095,Megan Block
AR000939,,,Credit Memo,,02/04/2025,Closed,,,"1,000.00",0.00,0.00,0.00,0.00,02/04/2025,11100,"Milwaukee, WI",BA002066,161996 National Roofing Partners,Khary Penebaker,,,X,,,,,621 TX-121 #400,,Coppell,TX,75019,TRUE,accounting@rlnrp.com,FEDWIRE,,FALSE,621 TX-121 #400,,Coppell,TX,75019,Megan Block
AR000938,,,Invoice,,02/14/2025,Closed,NET30,03/16/2025,625.00,0.00,0.00,0.00,0.00,06/03/2025,11100,"Milwaukee, WI",BA009980,Deibel Laboratories,Adam Hickmann,,,X,,,,,6150 West Mulford Street,,Niles,IL,60714,FALSE,,CHECK,,FALSE,6150 West Munford Street,,Niles,IL,60714,Tyler Emberson
AR000937,,,Invoice,PF000275,02/01/2025,Closed,NET 5,02/06/2025,"25,751.82",0.00,0.00,0.00,0.00,02/03/2025,11100,"Milwaukee, WI",BA002336,Village Of Elm Grove,Paul Brissman,,,PR00046069,11/04/2024,Job Complete,Paid in Full,,900 Wall Street,,Elm Grove,WI,53122,TRUE,,CHECK,,FALSE,1300 Juneau Blvd,,Elm Grove,WI,53122,Megan Block
AR000936,,,Invoice,PF000292,02/14/2025,Closed,NET 5,02/19/2025,"39,754.33",0.00,0.00,0.00,0.00,04/07/2025,11101,"Saginaw, TX",BA022071,Medical City Arlington,Jordan Marshall,,,PR00046110,01/22/2025,Complete/Job Ready to Cost,Paid in Full,,3301 Matlock Rd,,Arlington,TX,76015,TRUE,Lowell.webb@medicalcityhealth.com,CHECK,,FALSE,3301 Matlock Rd,,Arlington,TX,76015,Megan Block
AR000935,,,Invoice,PF000291,02/10/2025,Closed,NET30,03/12/2025,"46,576.00",0.00,0.00,0.00,0.00,03/14/2025,11100,"Milwaukee, WI",BA006530,165108 Milwaukee County Faciilties Manage,Khary Penebaker,,,PR00046088,01/02/2025,Job Complete,Paid in Full,03/13/2025,"22ND & Pierce Milwaukee, WI 53204",,Milwaukee,WI,53204,TRUE,,CHECK,BA011374,FALSE,901 N 9th St # G1,,Milwaukee,WI,53233,Khary Penebaker
AR000934,,,Invoice,,02/10/2025,Open,NET 5,02/15/2025,"1,100.00",0.00,"1,100.00",0.00,0.00,,11102,"Clifton, NJ",BA021490,GE Mobile Water,Todd Parsons,,,X,,,,,73 Rumsey Rd,,East Hartford,CT,6108,FALSE,,CHECK,,FALSE,73 Rumsey Rd,,East Hartford,CT,6108,Megan Block
AR000933,,,Invoice,,02/10/2025,Closed,NET 5,02/15/2025,"1,467.92",0.00,0.00,0.00,0.00,03/05/2025,11100,"Milwaukee, WI",BA008077,166829 Lavelle Industries Inc,Steven Krause,,,X,,,,,1215 Universal Blvd.,,Whitewater,WI,53190,FALSE,,CHECK,,FALSE,665 McHenry St,,Burlington,WI,53105,Megan Block
AR000932,,,Invoice,,02/10/2025,Closed,NET 5,02/15/2025,"4,750.00",0.00,0.00,0.00,0.00,03/10/2025,11102,"Clifton, NJ",BA019841,Complete Care Management,Todd Parsons,,,X,,,,,778 Middlebury Rd.,,Middlebury,CT,6762,FALSE,GPerrin@completecareglendale.com,CHECK,,FALSE, 229 NJ-70,,Toms River,NJ,80755,Megan Block
AR000931,,,Invoice,,02/10/2025,Closed,NET30,03/12/2025,0.00,0.00,0.00,0.00,0.00,02/10/2025,11100,"Milwaukee, WI",BA006615,Mattech Machining,Steven Krause,,,X,,,,,165196 Mattech Machining,"3736 N. Booth St. Milwaukee, WI 53212",Milwaukee,WI,,FALSE,,CHECK,,FALSE,"3736 N. Booth St. Milwaukee, WI 53212",,Milwaukee,WI,53212,Megan Block
AR000930,,,Invoice,,02/10/2025,Open,NET 5,02/15/2025,"2,100.00",0.00,"2,100.00",0.00,0.00,,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,,,X,,,,,1080 McDonald Ave,,Brooklyn,NY,11230,FALSE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR000929,,,Invoice,,02/10/2025,Closed,NET60,04/11/2025,900.00,0.00,0.00,0.00,0.00,07/28/2025,11102,"Clifton, NJ",BA009036,167970 NRP East Coast,Todd Parsons,,,X,,,,,103 Bilby Rd.,,Hackettstown,NJ,7840,FALSE,,CHECK,BA002066,FALSE,10 Prospect Hill Terrace,,Windsor,CT,6088,Megan Block
AR000928,,,Invoice,,02/10/2025,Closed,NET 5,02/15/2025,0.00,0.00,0.00,0.00,0.00,02/10/2025,11100,"Milwaukee, WI",BA003627,"MAT Holdings, Inc.",Steven Krause,,,X,,,,,6700 Wildlife Wy,,Long Grove,IL,60047,FALSE,,CHECK,,FALSE,6700 Wildlife Wy,,Long Grove,IL,60047,Megan Block
AR000927,,,Invoice,,02/10/2025,Closed,NET 5,02/15/2025,"1,115.25",0.00,0.00,0.00,0.00,03/20/2025,11100,"Milwaukee, WI",BA021509,KMC Stamping,Steven Krause,,,X,,,,,1151 Mineral Springs Dr,,Port Washington,WI,53074,FALSE,,FEDWIRE,,FALSE,1151 Mineral Springs Dr,,Port Washington,WI,53074,Megan Block
AR000926,,,Invoice,PF000290,02/10/2025,Closed,NET30,03/12/2025,"13,947.24",0.00,0.00,0.00,0.00,03/14/2025,11100,"Milwaukee, WI",BA006530,165108 Milwaukee County Faciilties Manage,Khary Penebaker,TRUE,,PR00046086,12/11/2024,Job Complete,Paid in Full,02/03/2025,2567 S 79th Street,,West Allis,WI,53219,TRUE,,CHECK,BA011374,FALSE,901 N 9th St # G1,,Milwaukee,WI,53233,Khary Penebaker
AR000925,,,Invoice,PF000289,02/10/2025,Closed,NET30,03/12/2025,"2,224.86",0.00,0.00,0.00,0.00,03/14/2025,11100,"Milwaukee, WI",BA006530,165108 Milwaukee County Faciilties Manage,Khary Penebaker,TRUE,,PR00046095,01/16/2025,Job Complete,Paid in Full,02/08/2025,"524 S Layton Blvd, Milwaukee, WI 53215",,Milwaukee,WI,53215,TRUE,,CHECK,BA011374,FALSE,901 N 9th St # G1,,Milwaukee,WI,53233,Khary Penebaker
AR000924,,,Credit Memo,,02/05/2025,Closed,,,"1,583.10",0.00,0.00,0.00,0.00,02/05/2025,11100,"Milwaukee, WI",BA012116,National Laboratory Sales,Floyd McKinley,,,X,,,,,2501 9th St,,Rockford,IL,61104,TRUE,rockfordrealty@yahoo.com,CHECK,,FALSE,2501 9th St,,Rockford,IL,61104,Megan Block
AR000923,,,Invoice,PF000288,02/07/2025,Closed,NET 5,02/12/2025,"15,000.00",0.00,0.00,0.00,0.00,02/27/2025,11102,"Clifton, NJ",BA020425,The Overlook,Christopher Shields,,,PR00046103,03/10/2025,Job Complete,Paid in Full,03/13/2025,,,,,1507,TRUE,,CHECK,,FALSE,88 Masonic Home Rd,,Charlton,MA,1507,Megan Block
AR000922,,,Invoice,PF000287,02/07/2025,Closed,NET 5,02/12/2025,"68,407.66",0.00,0.00,0.00,0.00,03/31/2025,11100,"Milwaukee, WI",BA022619,JJ Bets-Keeler Series LLC,Steven Krause,,,PR00046113,08/18/2025,Scheduled,,,4155 W. 123rd St.,,Alsip,IL,60803,TRUE,MikeB@donsonmachine.com,CHECK,,FALSE,4155 W. 123rd St.,,Alsip,IL,60803,Megan Block
AR000921,,,Invoice,,02/06/2025,Closed,NET30,03/08/2025,"1,000.00",0.00,0.00,0.00,0.00,03/31/2025,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,,,X,,,,,2300 East Mason Street Green Bay WI 54302,,Green Bay,WI,54302,FALSE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR000920,,,Invoice,,02/05/2025,Closed,NET 5,02/10/2025,"11,986.00",0.00,0.00,0.00,0.00,03/20/2025,11100,"Milwaukee, WI",BA021509,KMC Stamping,Steven Krause,,,X,,,,,1221 S. Park St.,,Port Washington,WI,53074,FALSE,,FEDWIRE,,FALSE,1151 Mineral Springs Dr,,Port Washington,WI,53074,Megan Block
AR000919,,,Invoice,,02/05/2025,Canceled,NET 5,02/10/2025,"1,583.10",0.00,0.00,0.00,0.00,02/05/2025,11100,"Milwaukee, WI",BA012116,National Laboratory Sales,Floyd McKinley,,,X,,,,,2501 9th St,,Rockford,IL,61104,FALSE,rockfordrealty@yahoo.com,CHECK,,FALSE,2501 9th St,,Rockford,IL,61104,Megan Block
AR000918,,,Invoice,,02/04/2025,Closed,NET45,03/21/2025,600.00,0.00,0.00,0.00,0.00,03/07/2025,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,,,X,,,,,4211 Green Bay Road Kenosha WI 53144,,Kenosha,WI,53144,FALSE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR000917,,,Invoice,,02/04/2025,Closed,NET60,04/05/2025,600.00,0.00,0.00,0.00,0.00,07/25/2025,11102,"Clifton, NJ",BA009036,167970 NRP East Coast,Todd Parsons,,,X,,,,,2 W Commercial Ave.,,Moonachie,NJ,7074,FALSE,,CHECK,BA002066,FALSE,10 Prospect Hill Terrace,,Windsor,CT,6088,Megan Block
AR000916,,,Invoice,PF000286,01/31/2025,Closed,NET15,02/15/2025,"1,200.00",0.00,0.00,0.00,0.00,02/10/2025,11100,"Milwaukee, WI",BA021653,Goodland MKE,,,,PR00045488,07/08/2024,Job Complete,Paid in Full,10/07/2024,6230 S Packard Ave,,Cudahy,WI,53110,TRUE,,CHECK,,FALSE,6230 S Packard Ave,,Cudahy,WI,53110,Megan Block
AR000915,,,Invoice,PF000285,01/31/2025,Closed,NET 5,02/05/2025,"4,239.07",0.00,0.00,0.00,0.00,05/09/2025,11100,"Milwaukee, WI",BA021527,Factotum Property Management,Floyd McKinley,,,PR00045138,11/29/2023,Complete/Job Ready to Cost,Paid in Full,10/10/2024,1242 N Eola Road,,Aurora,IL,60502,TRUE,,CHECK,,FALSE,1400 n Seminary Ave,,Woodstock,IL,60098,Megan Block
AR000914,,,Invoice,,01/31/2025,Closed,NET 5,02/05/2025,800.00,0.00,0.00,0.00,0.00,03/12/2025,11102,"Clifton, NJ",BA022133,E Asher Property Management,Christopher Shields,,,X,,,,,175 route 4,,paramus,NJ,7652,FALSE,llevy@easherservices.com,CHECK,,FALSE,3496 Windy Bush Rd,,New Hope,PA,18938,Megan Block
AR000913,,,Invoice,,01/31/2025,Closed,NET 5,02/05/2025,0.00,0.00,0.00,0.00,0.00,01/31/2025,11100,"Milwaukee, WI",BA006649,River Place Lofts LLC,,,,X,,,,,725 W Freshwater Way,,Milwaukee,WI,53204,FALSE,,CHECK,,FALSE,700 S Water St,,Milwaukee,WI,53204,Megan Block
AR000912,,,Invoice,PF000284,01/29/2025,Closed,NET 5,02/03/2025,"10,075.50",0.00,0.00,0.00,0.00,08/18/2025,11100,"Milwaukee, WI",BA022543,Drake Enterprise LLC,Floyd McKinley,,,PR00046093,03/06/2025,Job Complete,Billed in Full,03/14/2025,4747 W Bradley Rd,,Brown Deer,WI,53223,TRUE,drake414.llc@gmail.com,CHECK,,FALSE,4747 W Bradley Rd,,Brown Deer,WI,53223,Megan Block
AR000911,,,Invoice,PF000283,01/29/2025,Closed,NET 5,02/03/2025,"39,754.33",0.00,0.00,0.00,0.00,04/07/2025,11101,"Saginaw, TX",BA022071,Medical City Arlington,Jordan Marshall,,,PR00046110,01/22/2025,Complete/Job Ready to Cost,Paid in Full,,3301 Matlock Rd,,Arlington,TX,76015,TRUE,Lowell.webb@medicalcityhealth.com,CHECK,,FALSE,3301 Matlock Rd,,Arlington,TX,76015,Megan Block
AR000910,,,Invoice,,01/31/2025,Closed,NET 5,02/05/2025,"1,904.00",0.00,0.00,0.00,0.00,04/14/2025,11100,"Milwaukee, WI",BA002078,Racine Architect,Adam Hickmann,,,X,,,,,7111 Washington Ave,,Racine,WI,53406,FALSE,,CHECK,,FALSE,7111 Washington Avenue,,Mt Pleasant,WI,53406,Megan Block
AR000909,,,Invoice,,01/29/2025,Closed,NET 5,02/03/2025,"9,443.21",0.00,0.00,0.00,0.00,04/09/2025,11100,"Milwaukee, WI",BA008203,Secure Storage,Scott Martin,,,X,,,,,140 S Concord Rd,,Oconomowoc,WI,53066,FALSE,,CHECK,,FALSE,607 S Church St,,Watertown,WI,53094,Megan Block
AR000908,,,Invoice,,01/29/2025,Closed,NET 5,02/03/2025,"1,997.08",0.00,0.00,0.00,0.00,02/18/2025,11100,"Milwaukee, WI",BA022279,St. Lukes's Rome,Paul Brissman,,,X,,,,,W1956 Main St,,Sullivan,WI,53178,FALSE,Stacyriedl@gmail.com,CHECK,,FALSE,W1956 Main St,,Sullivan,WI,53178,Megan Block
AR000907,,,Invoice,,01/29/2025,Closed,NET 5,02/03/2025,"1,052.51",0.00,0.00,0.00,0.00,05/09/2025,11100,"Milwaukee, WI",BA021527,Factotum Property Management,Floyd McKinley,,,X,,,,,1400 n Seminary Ave,,Woodstock,IL,60098,FALSE,,CHECK,,FALSE,1400 n Seminary Ave,,Woodstock,IL,60098,Megan Block
AR000906,,,Invoice,PF000281,01/28/2025,Closed,NET30,02/27/2025,"6,430.65",0.00,0.00,0.00,0.00,03/03/2025,11100,"Milwaukee, WI",BA006530,165108 Milwaukee County Faciilties Manage,Khary Penebaker,TRUE,,PR00046097,01/06/2025,Job Complete,Paid in Full,,"9800 W Glendale Ave, Wauwatosa, WI 53225",,Wauwatosa,WI,53225,TRUE,,CHECK,BA011374,FALSE,901 N 9th St # G1,,Milwaukee,WI,53233,Khary Penebaker
AR000905,,,Invoice,,01/28/2025,Open,RECEIPT,02/04/2025,"1,340.49",0.00,163.80,0.00,0.00,,11100,"Milwaukee, WI",BA011910,169866 NORTH AMERICAN REPAIRS,Khary Penebaker,,,X,,,,,"10707 West Cleveland Avenue West Allis, WI 53227",,West Allis,WI,53227,FALSE,,FEDWIRE,,FALSE,"18795 W Bluemound Rd, Brookfield, WI 53045",,"Brookfield,",WI,53045,Khary Penebaker
AR000904,,,Invoice,PF000280,01/28/2025,Closed,NET30,02/27/2025,"4,569.15",0.00,0.00,0.00,0.00,03/03/2025,11100,"Milwaukee, WI",BA006530,165108 Milwaukee County Faciilties Manage,Khary Penebaker,TRUE,,PR00046096,01/06/2025,Job Complete,Paid in Full,03/13/2025,"100 Hawthorne Ave, South Milwaukee, WI 53172",,South Milwaukee,WI,53172,TRUE,,CHECK,BA011374,FALSE,901 N 9th St # G1,,Milwaukee,WI,53233,Khary Penebaker
AR000903,,,Invoice,,01/27/2025,Open,NET 5,02/01/2025,"1,365.00",0.00,"1,365.00",0.00,0.00,,11100,"Milwaukee, WI",BA008225,Bay View Community Center,Adam Hickmann,,,X,,,,,1320 E Oklahoma Ave,,Milwaukee,WI,53207,FALSE,,CHECK,,FALSE,1320 E Oklahoma Ave,,Milwaukee,WI,53207,Megan Block
AR000896,,,Invoice,PF000278,01/23/2025,Closed,RECEIPT,01/23/2025,"10,273.66",0.00,0.00,0.00,0.00,04/08/2025,11100,"Milwaukee, WI",BA004831,163661 Housing Authority of the City of Milwaukee,Khary Penebaker,TRUE,,PR00046092,12/20/2024,Job Complete,Paid in Full,03/03/2025,1561-1563 Planfield Avenue,,Milwaukee,WI,53202,TRUE,,CHECK,,FALSE,809 N Broadway,,Milwaukee,WI,53202,Khary Penebaker
AR000895,,,Invoice,,01/23/2025,Closed,NET 5,01/28/2025,"1,100.00",0.00,0.00,0.00,0.00,08/04/2025,11102,"Clifton, NJ",BA007321,Benchmark Hospitality,Todd Parsons,,,X,,,,,100 Canfield Ave,,Randolph,NJ,7869,FALSE,,CHECK,,FALSE,550 Chappaqua Rd,,Briarcliff Manor,NY,10510,Megan Block
AR000894,,,Invoice,,01/23/2025,Open,NET 5,01/28/2025,"1,526.40",0.00,"1,526.40",0.00,0.00,,11100,"Milwaukee, WI",BA004943,Acme Machell,Ray Hollnagel,,,X,,,,,2000 Airport Rd,,Waukesha,WI,53188,FALSE,,CHECK,,FALSE,2000 Airport Rd,,Waukesha,WI,53188,Megan Block
AR000893,,,Invoice,,01/23/2025,Closed,NET 5,01/28/2025,"2,909.12",0.00,0.00,0.00,0.00,02/25/2025,11100,"Milwaukee, WI",BA022524,Milwaukee Harley Davidson,Ray Hollnagel,,,X,,,,,11310 W Silver Spring Rd,,Milwaukee,WI,53225,FALSE,j.frea@milwaukeeharley.com,CHECK,,FALSE,11310 W Silver Spring Rd,,Milwaukee,WI,53225,Megan Block
AR000892,,,Invoice,,01/23/2025,Closed,NET 5,01/28/2025,653.59,0.00,0.00,0.00,0.00,02/24/2025,11100,"Milwaukee, WI",BA002055,Facility Services Group,Paul Brissman,,,X,,,,,N112 W16200 Mequon Rd,,Germantown,WI,53022,FALSE,,CHECK,,FALSE,317 Oakton Ave,,Pewaukee,WI,53072,Megan Block
AR000891,,,Invoice,,01/23/2025,Open,NET 5,01/28/2025,"1,045.00",0.00,"1,045.00",0.00,0.00,,11100,"Milwaukee, WI",BA007049,Bartz,Adam Hickmann,,,X,,,,,23 N Main St,,Fond du Lac,WI,54935,FALSE,,CHECK,,FALSE,23 N Main St,,Fond du Lac,WI,54935,Megan Block
AR000890,,,Invoice,,01/23/2025,Closed,NET 5,01/28/2025,396.15,0.00,1.00,0.00,0.00,02/05/2025,11100,"Milwaukee, WI",BA010503,Miller Partnership LLC,Steven Krause,,,X,,,,,5300 McDermott Dr,,Berkeley,IL,60163,FALSE,,CHECK,,FALSE,5300 McDermott Dr,,Berkeley,IL,60163,Megan Block
AR000889,,,Invoice,,01/23/2025,Closed,NET30,02/22/2025,0.00,0.00,0.00,0.00,0.00,01/23/2025,11100,"Milwaukee, WI",BA010503,Miller Partnership LLC,Steven Krause,,,X,,,,,5300 McDermott Dr,,Berkeley,IL,60163,FALSE,,CHECK,,FALSE,5300 McDermott Dr,,Berkeley,IL,60163,Megan Block
AR000888,,,Invoice,PF000277,01/23/2025,Closed,NET 5,01/28/2025,"21,936.23",0.00,0.00,0.00,0.00,01/27/2025,11100,"Milwaukee, WI",BA019782,360 Commercial Real Estate,Adam Hickmann,,,PR00046101,01/08/2025,Job Complete,Paid in Full,03/17/2025,8801 W. Lisbon Ave,,Milwaukee,WI,53222,TRUE,jkpunzel@360cres.com,CHECK,,FALSE,816 Walsh Rd,,Madison,WI,53714,Megan Block
AR000887,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,"1,889.85",0.00,0.00,0.00,0.00,07/17/2025,11100,"Milwaukee, WI",BA005306,"ThermTech Of Waukesha, Inc.",Steven Krause,,,X,,,,,1511 Pearl St.,,Waukesha,WI,53189,FALSE,,CHECK,,FALSE,301 Travis Ln,,Waukesha,WI,53189,Megan Block
AR000886,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,985.88,0.00,0.00,0.00,0.00,02/07/2025,11100,"Milwaukee, WI",BA005825,Coakley Brothers,Paul Brissman,,,X,,,,,1912 S 82nd St,,West Allis,WI,53219,FALSE,,CHECK,,FALSE,400 S 5th St,,Milwaukee,WI,53204,Megan Block
AR000885,,,Invoice,,01/22/2025,Open,NET 5,01/27/2025,"3,450.00",0.00,"3,450.00",0.00,0.00,,11102,"Clifton, NJ",BA012625,CareOne LLC,Christopher Shields,,,X,,,,,599 Cranbury Rd,,East Brunswick,NJ,8816,FALSE,,CHECK,,FALSE,599 Cranbury Rd,,East Brunswick,NJ,8816,Megan Block
AR000884,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,"2,000.00",0.00,0.00,0.00,0.00,02/18/2025,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,160 Frontage Rd,,Newark,NJ,7114,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000883,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,982.75,0.00,0.00,0.00,0.00,03/03/2025,11100,"Milwaukee, WI",BA002261,2000 Development Corporation,Steven Krause,,,X,,,,,N25 23790 Commerce Circle,,Waukesha,WI,53188,FALSE,bsievert@2000dc.com,CHECK,,FALSE,17280 W. North Ave.,,Brookfield,WI,53045,Megan Block
AR000882,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA009371,Keller Architects,Adam Hickmann,,,X,,,,,303 W Roosevelt Rd,,Lombard,IL,60148,FALSE,,CHECK,,FALSE,937 Ontario Rd,,Green Bay,WI,54311,Megan Block
AR000881,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA021571,"Proto Productions, Inc.",Adam Hickmann,,,X,,,,,840 Fiene Dr.,,Addison,IL,60101,FALSE,,CHECK,,FALSE,840 Fiene Dr.,,Addison,IL,60101,Megan Block
AR000880,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA020998,Geneva Lakes Family YMCA,Adam Hickmann,,,X,,,,,203 South Wells Street,,Lake Geneva,WI,53147,FALSE,scott.teske@glymca.org,CHECK,,FALSE,203 South Wells Street,,Lake Geneva,WI,53147,Megan Block
AR000879,,,Invoice,,01/22/2025,Closed,NET30,02/21/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA012220,Milwaukee College Prep,Floyd McKinley,,,X,,,,,2449 N 36th St,,Milwaukee,WI,53210,FALSE,conor.read@milwcollegeprep.com,CHECK,,FALSE,2449 N 36th St,,Milwaukee,WI,53210,Megan Block
AR000878,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA010273,169190 Altius Building Company,Khary Penebaker,,,X,,,,,"441 W. Ryan Road, Oak Creek, WI",,"Oak Creek,",WI,53154,FALSE,,CHECK,,FALSE,441 W. Ryan Road,,Oak Creek,WI,53154,Megan Block
AR000877,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA006210,"F. K. Foundries, LLC / Liberty Coach",Steven Krause,,,X,,,,,1311 Morrow Ave,,North Chicago,IL,60064,FALSE,,CHECK,,FALSE,1311 Morrow Ave,,North Chicago,IL,60064,Megan Block
AR000876,,,Invoice,,01/22/2025,Closed,NET 5,01/27/2025,0.00,0.00,0.00,0.00,0.00,01/22/2025,11100,"Milwaukee, WI",BA002149,1667 Jonco 2800 W Custer,David Koehnlein,,,X,,,,,2800 W Custer Ave,,Milwaukee,WI,53209,FALSE,accounting@joncoind.com,CHECK,,FALSE,2800 W Custer Ave,,Milwaukee,WI,53209,Megan Block
